시설명,분류명,체육시설분류,간이운동장 체육시설분류,소유기관,관리주체,시도명,시군구명,동읍면,리,도로명주소,경도,위도,시설면적,수용인원,관람석,관할지자체과,담당자연락처,홈페이지,개방시간,종료시간,휴무일,대중교통안내,
안동체육관,구기체육관,공공,,안동시,안동시 시설관리공단,경북,안동시,운흥동,,경북 안동시 운흥동 육사로 205,128.728103,36.559807,,,,안동시설관리공단,054-854-7541,www.andongsisul.or.kr,9:00,22:00,법정공휴일,탈춤공원 하차후 150m   80번 (안동시청.안동병원.안동시청),
안동 청소년수련관 수영장,수영장,공공,,안동시,안동시 시설관리공단,경북,안동시,옥야동,,경북 안동시 옥야동 축제장길 42,128.722726,36.559056,0,0,0,안동시청소년수련관,054-858-7635,www.andongyouth.kr,5:30,20:30,매주 월요일,"81번, 82번 퇴계로(명륜동사무소)출발하여 운동장, 강남동, 옥동, 버스터미널 경유",
생활체육공원 축구장(2),축구장,공공,,안동시,안동시 체육관광과,경북,안동시,태화동,,경북 안동시 태화동,128.712198,36.556765,,,,안동시청 체육관광과,054-840-6213,,6:00,18:00,연중무휴,태화아파트 하차후 550m   1번 (경안주유소.안동터미널.용상동)  2번 (경안주유소.KBS방송국입구.용상동)  3번 (안동역.안동초등학교앞.안동우체국),
생활체육공원 축구장(3),축구장,공공,,안동시,안동시 체육관광과,경북,안동시,태화동,,경북 안동시 태화동,128.712721,36.556851,,,,안동시 체육관광과,054-840-6213,,6:00,22:00,연중무휴,태화아파트 하차후 550m   1번 (경안주유소.안동터미널.용상동)  2번 (경안주유소.KBS방송국입구.용상동)  3번 (안동역.안동초등학교앞.안동우체국),
4대강 안동지구 체육시설,,기타,,,,경북,안동시,태화동,,경북 안동시 태화동,128.708217,36.560861,,,,안동시청 재난방재과,054-840-5386,,,,,"예시)  [버스번호] : 1234 [종점]  : OOOO차고지 &amp;lt;-&amp;gt; 우면동  [경유지] : 상일동역, 올림픽공원평화의문광장, 강남역 서울버스  [버스번호] : 1234 [종점] : OOOO차고지 &amp;lt;-&amp;gt; 수서경찰서 [경유지] : 상일동역, 올림픽공원평화의문광장, 가락시장역 서울버스",
생활체육공원 축구장(1),축구장,공공,,안동시,안동시 체육관광과,경북,안동시,태화동,,경북 안동시 태화동,128.711408,36.556711,,,,안동시청 체육관광과,054-840-6213,,6:00,18:00,연중무휴,태화아파트 하차후 550m   1번 (경안주유소.안동터미널.용상동)  2번 (경안주유소.KBS방송국입구.용상동)  3번 (안동역.안동초등학교앞.안동우체국),
영락정,국궁장,공공,,안동시,체육관광과,경북,안동시,상아동,,경북 안동시 상아동,128.748899,36.586763,,,,안동시궁도협회,070-4104-8608,,8:00,20:00,법정공휴일,안막동가구마트 하차후 950m   0-1번 (태화삼거리.교보생명.한타주유소)    67번 (웅부공원.북문시장.도산서원입구)    80번 (안동시청.안동병원.안동시청)    81번 (안동시청.신시장.옥동),
4대강 반변천고수부지 체육시설,,기타,,,,경북,안동시,정상동,,경북 안동시 정상동,128.74992,36.543147,,,,경상북도청,053-950-3594,,,,,"예시)  [버스번호] : 1234 [종점]  : OOOO차고지 &amp;lt;-&amp;gt; 우면동  [경유지] : 상일동역, 올림픽공원평화의문광장, 강남역 서울버스  [버스번호] : 1234 [종점] : OOOO차고지 &amp;lt;-&amp;gt; 수서경찰서 [경유지] : 상일동역, 올림픽공원평화의문광장, 가락시장역 서울버스",
안동시민운동장 테니스장,테니스장,공공,,안동시,안동시 문화체육시설관리사무소,경북,안동시,정하동,,경북 안동시 정하동,128.724964,36.547313,,,,문화체육시설관리사무소,054-840-6535,,9:00,22:00,법정공휴일,"81번, 82번  퇴계로(명륜동사무소) 출발, 운동장, 강남동, 옥동, 버스터미널 경유",
안동시민운동장,육상경기장,공공,,안동시,안동시 체육관관과,경북,안동시,정하동,,경북 안동시 정하동 운동장길 53,128.724425,36.547462,,,,안동시민운동장관리사무소,054-840-6535,,9:00,18:00,연중무휴,"81번, 82번  퇴계로(명륜동사무소) 출발, 운동장, 강남동, 옥동, 버스터미널 경유",
안동시민운동장 보조경기장,육상경기장,공공,,안동시,안동시 체육관광과,경북,안동시,정하동,,경북 안동시 정하동 운동장길 53,128.726938,36.544247,,,,안동시민운동장관리소,054-840-6535,,9:00,22:00,법정공휴일,"81번, 82번  퇴계로(명륜동사무소) 출발하여 운동장, 강남동, 옥동, 버스터미널 경유",
(GOLF)탑블리스컨트리클럽,,기타,,,,경북,안동시,풍천면,어담리,경북 안동시 풍천면 어담리,128.576657,36.488699,,,,,,,,,,,
(GOLF)TGV EAST CC,,기타,,,,경북,안동시,일직면,국곡리,경북 안동시 일직면 국곡리,128.606594,36.477002,,,,,,,,,,,
올림픽기념국민생활관 수영장,수영장,공공,,구미시,구미시설공단,경북,구미시,원평동,,경북 구미시 원평동 산책길 63,128.328937,36.123534,0,0,0,구미시설공단 생활체육팀,054-480-2040,www.gumisisul.or.kr/olympic/,6:00,22:00,"매월 둘째,넷째 일요일",시내버스(12) : 구미시청 → 금오산사거리 → 올림픽기념국민생활관,
구미 올림픽기념 국민생활관,생활체육관,공공,,구미시,구미시설공단,경북,구미시,원평동,,경북 구미시 원평동 산책길 63,128.328937,36.123534,0,0,0,구미시설공단 생활체육팀,054-480-2040,59.24.165.6/olympic/,6:00,22:00,"매월 둘째, 넷째 일요일",시내버스(12) : 구미시청 → 금오산사거리 → 올림픽기념국민생활관,
희망공원,,간이,도시공원,,,경북,구미시,도량동,,경북 구미시 도량동 송동로 105,128.322296,36.141363,0,0,0,,,,,,,,
깃대봉등산로,,간이,기타,,,경북,구미시,도량동,,경북 구미시 도량동 봉곡남로 192,128.321959,36.152274,0,0,0,,,,,,,,
미광아파트옆등산로,,간이,기타,,,경북,구미시,도량동,,경북 구미시 도량동 문장로12안길 50,128.337501,36.142816,0,0,0,,,,,,,,
미광아파트옆,,간이,마을공터,,,경북,구미시,도량동,,경북 구미시 도량동 문장로14길 51-3,128.336114,36.144072,0,0,0,,,,,,,,
4대강 해평지구 체육시설,,기타,,,,경북,구미시,공단동,,경북 구미시 공단동,128.379046,36.099243,,,,경상북도청,053-950-2167,,,,,"예시)  [버스번호] : 1234 [종점]  : OOOO차고지 &amp;lt;-&amp;gt; 우면동  [경유지] : 상일동역, 올림픽공원평화의문광장, 강남역 서울버스  [버스번호] : 1234 [종점] : OOOO차고지 &amp;lt;-&amp;gt; 수서경찰서 [경유지] : 상일동역, 올림픽공원평화의문광장, 가락시장역 서울버스",
구미 근로자종합복지회관 수영장,수영장,공공,,구미시,구미시설공단,경북,구미시,공단동,,경북 구미시 공단동 산호대로 239,128.384021,36.105067,0,0,0,구미시설공단 생활체육팀,054-480-2060,59.24.165.6/worker/,6:00,22:00,"매월 첫째, 셋째 일요일","시내버스(44, 46, 141) : 구미시청 → 공단 → 근로자종합복지관",
구미 시민종합운동장,육상경기장,공공,,구미시,구미시설공단,경북,구미시,광평동,,경북 구미시 광평동 박정희로 375-22,128.352428,36.111448,0,0,0,체육진흥과,054-480-4901,www.gumi.go.kr/athletics/pages/main.jsp,9:00,18:00,연중무휴,시내버스(14) : 구미시청후문 → 삼성장미아파트입구 → 시민운동장(도보:500m),
구미시씨름연습장,씨름장,공공,,구미시,체육진흥과,경북,구미시,사곡동,,경북 구미시 사곡동 박정희로 217,128.353827,36.098196,0,0,0,구미시체육회,054-458-2124,www.gumisports.or.kr/default/,9:00,20:00,일요일(경기있을시 개방),구미시청 -&amp;gt; 광평동(시민운동장) -&amp;gt; 사곡오거리 -&amp;gt; 씨름연습장,
동락공원 족구장,,간이,도시공원,,,경북,구미시,진평동,,경북 구미시 진평동 3공단1로 191,128.401751,36.099454,0,0,0,,,,,,,,
구미동락공원 인라인롤러장,롤러스케이트장,공공,,구미시,공원관리사무소,경북,구미시,진평동,,경북 구미시 진평동 3공단1로 191,128.401751,36.099454,,,,공원관리소,054-480-4611,www.gumi.go.kr/park/pages/sub.jsp?menuIdx=44,9:00,23:00,연중무휴,"시내버스(44, 46, 141) : 구미시내 →구미대교공구상가앞 →동락공원(30〜40분소요) 승용차 : 구미시내 →구미대교공구상가앞 →동락공원(15〜20분소요)",
동락공원 축구장,,간이,도시공원,,,경북,구미시,진평동,,경북 구미시 진평동 3공단1로 191,128.401751,36.099454,0,0,0,,,,,,,,
금오정,국궁장,공공,,구미시,구미시설공단,경북,구미시,진평동,,경북 구미시 진평동 3공단1로 219-1,128.400517,36.102298,,,,공원관리소,054-480-4611,www.gumi.go.kr/park/pages/main.jsp,9:00,20:00,연중무휴,"시내버스(44, 46, 141) : 구미시내 →구미대교공구상가앞 →동락공원(30〜40분소요) 승용차 : 구미시내 →구미대교공구상가앞 →동락공원(15〜20분소요)",
구포동 등산로 체육시설-1(천해사등산로),,간이,기타,,,경북,구미시,구포동,,경북 구미시 구포동 옥계2공단로 114-18,128.41795,36.123259,0,0,0,,,,,,,,
선산 전천후게이트볼장,전천후게이트볼장,공공,,구미시,구미시선산읍사무소,경북,구미시,선산읍,동부리,경북 구미시 선산읍 선주로 129-13,128.300514,36.245257,,,,구미시선산읍게이트볼분회,054-480-7016,www.gumi.go.kr/seonsan/pages/main.jsp,9:00,18:00,연중무휴,"시내버스(20, 20→39, 20→121) : 구미시청 → 구미종합터미널 → 선산읍사무소 → 선산체육관",
이문리체육시설,,간이,마을공터,,,경북,구미시,선산읍,이문리,경북 구미시 선산읍 선산중앙로7길 5,128.295661,36.23999,0,0,0,,,,,,,,
4대강 생독지구 체육시설,,기타,,,,경북,구미시,선산읍,독동리,경북 구미시 선산읍 독동리,128.331319,36.248064,,,,,,,,,,"예시)  [버스번호] : 1234 [종점]  : OOOO차고지 &amp;lt;-&amp;gt; 우면동  [경유지] : 상일동역, 올림픽공원평화의문광장, 강남역 서울버스  [버스번호] : 1234 [종점] : OOOO차고지 &amp;lt;-&amp;gt; 수서경찰서 [경유지] : 상일동역, 올림픽공원평화의문광장, 가락시장역 서울버스",
독동리체육시설,,간이,마을공터,,,경북,구미시,선산읍,독동리,경북 구미시 선산읍 유학길 351,128.327093,36.241887,0,0,0,,,,,,,,
소재리체육시설,,간이,마을공터,,,경북,구미시,선산읍,소재리,경북 구미시 선산읍 소재길 38,128.239356,36.232948,0,0,0,,,,,,,,
4대강 구미지구생태하천 체육시설,,기타,,,,경북,구미시,고아읍,괴평리,경북 구미시 고아읍 괴평리,128.379332,36.15949,,,,구미시 건설과 수변도시조성담당,054-480-5384,,,,,"예시)  [버스번호] : 1234 [종점]  : OOOO차고지 &amp;lt;-&amp;gt; 우면동  [경유지] : 상일동역, 올림픽공원평화의문광장, 강남역 서울버스  [버스번호] : 1234 [종점] : OOOO차고지 &amp;lt;-&amp;gt; 수서경찰서 [경유지] : 상일동역, 올림픽공원평화의문광장, 가락시장역 서울버스",
예강1리게이트볼장,,간이,마을공터,,,경북,구미시,고아읍,예강리,경북 구미시 고아읍 예강1안길 27-2,128.336886,36.197623,0,0,0,,,,,,,,
초곡리 전천후게이트볼장,전천후게이트볼장,공공,,구미시,구미시옥성면사무소,경북,구미시,옥성면,초곡리,경북 구미시 옥성면 초곡1길 78,128.297482,36.292527,,,,구미시옥성면게이트볼분회,054-481-0146,,9:00,18:00,연중무휴,"시내버스(20→53, 20→55, 20→553) : 구미시청 → 구미종합터미널 → 초곡리",
주아리 전천후게이트볼장,전천후게이트볼장,공공,,구미시,구미시옥성면사무소,경북,구미시,옥성면,농소리,경북 구미시 옥성면 중농소길 3-10,128.283677,36.299222,,,,구미시옥성면게이트볼분회,054-481-0255,,9:00,18:00,연중무휴,"시내버스(20→53, 20→55, 20→553) : 구미시청 → 구미종합터미널 → 농소리",
농소 게이트볼장,,간이,마을공터,,,경북,구미시,옥성면,농소리,경북 구미시 옥성면 중농소길 3-10,128.283677,36.299222,0,0,0,,,,,,,,
구봉리 배구장,,간이,마을공터,,,경북,구미시,옥성면,구봉리,경북 구미시 옥성면 선상동로 1459-13,128.276119,36.347462,0,0,0,,,,,,,,
구봉리 게이트볼장,,간이,마을공터,,,경북,구미시,옥성면,구봉리,경북 구미시 옥성면 선상동로 1459-13,128.276119,36.347462,0,0,0,,,,,,,,
4대강 들꽃바람공원 체육시설,,기타,,,,경북,구미시,옥성면,옥관리,경북 구미시 옥성면 옥관리,128.259808,36.33248,,,,,,,,,,"예시)  [버스번호] : 1234 [종점]  : OOOO차고지 &amp;lt;-&amp;gt; 우면동  [경유지] : 상일동역, 올림픽공원평화의문광장, 강남역 서울버스  [버스번호] : 1234 [종점] : OOOO차고지 &amp;lt;-&amp;gt; 수서경찰서 [경유지] : 상일동역, 올림픽공원평화의문광장, 가락시장역 서울버스",
구미시승마장,승마장,공공,,구미시,구미시설공단,경북,구미시,옥성면,옥관리,경북 구미시 옥성면 선상동로 1174-7,128.277622,36.326569,,,,구미시설공단,054-482-3014,www.gumihr.com,9:00,18:00,"매주월요일, 신정,구정,추석연휴","구미역 120번(좌석), 20번(완행)→선산터미널 24번, 37번 37-1번(무료환승)  구미터미널 20번(완행)→선산터미널 24번, 37번 37-1번(무료환승)",
가산리 동네체육시설,,간이,마을공터,,,경북,구미시,도개면,가산리,경북 구미시 도개면 용산가산길 157-1,128.299278,36.329129,0,0,0,,,,,,,,
신곡리 전천후게이트볼장,전천후게이트볼장,공공,,구미시,구미시도개면 게이트볼 분회,경북,구미시,도개면,신곡리,경북 구미시 도개면 신곡2길 67,128.349403,36.316549,,,,도개면 게이트볼분회,,,9:00,22:00,무휴,구미역(120번)→선산터미널(22번)→신곡리,
궁기리체육시설(농바우),,간이,마을공터,,,경북,구미시,도개면,궁기리,경북 구미시 도개면 도개다곡길 37-16,128.339871,36.308464,0,0,0,,,,,,,,
4대강 구미7지구 체육시설,,기타,,,,경북,구미시,도개면,궁기리,경북 구미시 도개면 궁기리,128.339713,36.299444,,,,,,,,,,"예시)  [버스번호] : 1234 [종점]  : OOOO차고지 &amp;lt;-&amp;gt; 우면동  [경유지] : 상일동역, 올림픽공원평화의문광장, 강남역 서울버스  [버스번호] : 1234 [종점] : OOOO차고지 &amp;lt;-&amp;gt; 수서경찰서 [경유지] : 상일동역, 올림픽공원평화의문광장, 가락시장역 서울버스",
도개리 동네체육시설,,간이,마을공터,,,경북,구미시,도개면,도개리,경북 구미시 도개면 도개다곡길 357,128.356317,36.289409,0,0,0,,,,,,,,
용산리 체육시설,,간이,마을공터,,,경북,구미시,도개면,용산리,경북 구미시 도개면 용산1길 13,128.517627,35.308013,0,0,0,,,,,,,,
동곡리족구장,,간이,마을공터,,,경북,구미시,산동면,동곡리,경북 구미시 산동면 동곡3길 15,128.440569,36.174988,0,0,0,,,,,,,,
동곡1리체육시설,,간이,마을공터,,,경북,구미시,산동면,동곡리,경북 구미시 산동면 동곡2길 24-1,128.442042,36.170724,0,0,0,,,,,,,,
(GOLF)선산CC,,기타,,,,경북,구미시,산동면,인덕리,경북 구미시 산동면 인덕리,128.449904,36.162108,,,,,,,,,,,
송산리체육시설,,간이,마을공터,,,경북,구미시,산동면,송산리,경북 구미시 산동면 송백로 937,128.479749,36.221068,0,0,0,,,,,,,,
상장3리동네체육시설,,간이,마을공터,,,경북,구미시,장천면,상장리,경북 구미시 장천면 상장3길 29-6,128.496659,36.125989,0,0,0,,,,,,,,
상장1리동네체육시설,,간이,마을공터,,,경북,구미시,장천면,상장리,경북 구미시 장천면 강동로 114-22,128.500256,36.11987,0,0,0,,,,,,,,
(GOLF)구미CC,,기타,,,,경북,구미시,장천면,상림리,경북 구미시 장천면 상림리 송백로 229,128.486601,36.171102,,,,,,,,,,,
명곡리동네체육시설,,간이,마을공터,,,경북,구미시,장천면,명곡리,경북 구미시 장천면 명곡2길 51-1,128.542586,36.124858,0,0,0,,,,,,,,
구성공원,,간이,도시공원,,,경북,영주시,영주동,,경북 영주시 영주동 중앙로63번길 41-22,128.620815,36.823361,0,0,0,영주시청 인재양성과 체육지원팀,054-639-6654,,,,,,
충무정,국궁장,공공,,영주시,위탁(영주시궁도협회),경북,영주시,휴천동,,경북 영주시 휴천동 영봉로 97,128.648585,36.816993,,,,영주시궁도협회,054-631-2700,,9:00,18:00,상시개방,시내버스 32번,
영주시민운동장,육상경기장,공공,,영주시,체육시설관리사무소,경북,영주시,가흥동,,경북 영주시 가흥동 가흥로 109,128.607718,36.80846,,,,영주시청 체육시설관리소,054-639-6695,www.yeongju.go.kr,9:00,18:00,연중무휴,"시내버스 전 노선(1,3,3-1,6,6-1,8번)",
영주시민 테니스장,테니스장,공공,,영주시,위탁(영주시테니스협회),경북,영주시,가흥동,,경북 영주시 가흥동,128.605718,36.809039,,,,영주시테니스협회,054-635-5007,,6:00,18:00,상시개방,"시내버스 전 노선(1,3,3-1,6,6-1,8번)",
영주인라인롤러경기장,롤러스케이트장,공공,,영주시,영주시,경북,영주시,가흥동,,경북 영주시 가흥동,128.614111,36.812674,,,,영주시청 재난관리과,054-639-6332,,6:00,18:00,상시개방,"시내버스 노선(1,3,3-1,6,6-1,8번)",
영주시 투기체육관,투기체육관,공공,,영주시,체육시설관리사무소,경북,영주시,가흥동,,경북 영주시 가흥동 가흥로 109,128.607718,36.80846,,,,영주시복싱연맹,054-632-9209,,6:00,18:00,상시개방,"시내버스 전 노선(1,3,3-1,6,6-1,8번)",
영주 국민체육센터,생활체육관,공공,,영주시,체육시설관리사무소,경북,영주시,가흥동,,경북 영주시 가흥동 가흥로 109,128.607718,36.80846,,,,영주시 체육시설관리소,054-639-7621,,9:00,18:00,연중무휴,"시내버스 전 노선(1,3,3-1,6,6-1,8번)",
영주 생활체육관,구기체육관,공공,,영주시,체육시설관리사무소,경북,영주시,가흥동,,경북 영주시 가흥동 가흥로 109,128.607718,36.80846,,,,영주시 체육시설관리소,054-639-6695,,6:00,22:00,상시개방,"시내버스 전노선(1,3,3-1,6,6-1,8번)",
영주시민운동장 보조경기장,축구장,공공,,영주시,체육시설관리사무소,경북,영주시,가흥동,,경북 영주시 가흥동 가흥로 109,128.607718,36.80846,,,,영주시청 체육시설관리소,054-639-7621,,9:00,18:00,상시개방,시내버스 전 노선,
한정 게이트볼장,전천후게이트볼장,공공,,영주시,위탁(영주시게이트볼남부분회),경북,영주시,문정동,,경북 영주시 문정동,128.617824,36.797183,,,,영주시 인재양성과,054-639-6094,,6:00,18:00,상시개방,"시내버스 1,5,6,8번",
광복공원 축구장★,간이운동장,기타,,영주시,영주시,경북,영주시,풍기읍,산법리,경북 영주시 풍기읍 산법리,128.538493,36.8789,,,,영주시 인재양성과,054-639-6652,http://www.yeongju.go.kr/pages/main.jsp,9:00,18:00,연중무휴,[버스번호] : 풍기방면 모든버스,
광복공원 테니스장,테니스장,공공,,영주시,영주시,경북,영주시,풍기읍,산법리,경북 영주시 풍기읍 산법리,128.539591,36.878649,,,,영주시 인재양성과,054-639-6094,,6:00,18:00,상시개방,"시내버스 22번(동양대방향), 기타 풍기지역 23, 24, 25, 26, 71번",
풍기체육회관,생활체육관,공공,,영주시,영주시,경북,영주시,풍기읍,산법리,경북 영주시 풍기읍 산법리,128.538802,36.878426,,,,영주시청 인재양성과,054-639-6652,,9:00,18:00,연일 개방,"시내버스 22번(동양대방향), 기타 풍기지역 23, 24, 25, 26, 71번",
중앙공원,,간이,도시공원,,,경북,영천시,문내동,,경북 영천시 문내동 옛군청3길 16,128.932043,35.968168,0,0,0,중앙동사무소,054-339-7160,,,,,,
문외1공원,,간이,도시공원,,,경북,영천시,문외동,,경북 영천시 문외동 청산1길 19,128.937194,35.974118,0,0,0,중앙동사무소,054-339-7160,,,,,,
영천 시민궁도장,국궁장,공공,,영천시,체육시설사업소,경북,영천시,교촌동,,경상북도 영천시 운동장로 84,128.924482,35.968693,,,,영천시궁도협회,054-334-3161,,9:00,18:00,연중무휴,"- 평일(토요일 포함) -   [버스번호] : 2번, 하루에 5번운행  [시 간 표 ] : 영대병원출발시간  08:22, 10:25, 14:00, 15:50, 18:35  - 일요일 -   [버스번호] : 2번, 하루에 5번운행  [시 간 표 ] : 영대병원출발시간  08:18, 10:18, 13:51, 15:38, 18:20",
영천 생활체육관,생활체육관,공공,,영천시,체육시설사업소,경북,영천시,교촌동,,경북 영천시 교촌동 운동장로 55,128.194464,36.589175,,,,체육시설사업소,054-330-6087,,9:00,22:00,연중무휴,"- 평일(토요일 포함) -   [버스번호] : 2번, 하루에 5번운행  [시 간 표 ] : 영대병원출발시간  08:22, 10:25, 14:00, 15:50, 18:35  - 일요일 -   [버스번호] : 2번, 하루에 5번운행  [시 간 표 ] : 영대병원출발시간  08:18, 10:18, 13:51, 15:38, 18:20",
영천씨름장,씨름장,공공,,영천시,체육시설사업소,경북,영천시,교촌동,,경북 영천시 교촌동,128.924907,35.967958,,,,영천시체육시설사업소,054-330-6561,,9:00,18:00,연중무휴,"- 평일(토요일 포함) -   [버스번호] : 2번, 하루에 5번운행  [시 간 표 ] : 영대병원출발시간  08:22, 10:25, 14:00, 15:50, 18:35  - 일요일 -   [버스번호] : 2번, 하루에 5번운행  [시 간 표 ] : 영대병원출발시간  08:18, 10:18, 13:51, 15:38, 18:20",
영천체육관,구기체육관,공공,,영천시,체육시설사업소,경북,영천시,교촌동,,경북 영천시 교촌동 운동장로 60,128.194633,36.588795,,,,체육시설사업소,054-330-6561,,9:00,18:00,연중무휴,"- 평일(토요일 포함) -   [버스번호] : 2번, 하루에 5번운행  [시 간 표 ] : 영대병원출발시간  08:22, 10:25, 14:00, 15:50, 18:35  - 일요일 -   [버스번호] : 2번, 하루에 5번운행  [시 간 표 ] : 영대병원출발시간  08:18, 10:18, 13:51, 15:38, 18:20",
영천시민 테니스장,테니스장,공공,,영천시,체육시설사업소,경북,영천시,교촌동,,경북 영천시 교촌동,128.924455,35.971221,,,,영천시테니스협회,054-334-3167,,9:00,18:00,무휴,"- 평일(토요일 포함) -   [버스번호] : 2번, 하루에 5번운행  [시 간 표 ] : 영대병원출발시간  08:22, 10:25, 14:00, 15:50, 18:35  - 일요일 -   [버스번호] : 2번, 하루에 5번운행  [시 간 표 ] : 영대병원출발시간  08:18, 10:18, 13:51, 15:38, 18:20",
최무선관,투기체육관,공공,,영천시,체육시설사업소,경북,영천시,교촌동,,경북 영천시 교촌동 운동장로 92,128.922176,35.970312,,,,경상북도 태권도협회,054-333-3615,,9:00,18:00,연중무휴,"- 평일(토요일 포함) -   [버스번호] : 2번, 하루에 5번운행  [시 간 표 ] : 영대병원출발시간  08:22, 10:25, 14:00, 15:50, 18:35  - 일요일 -   [버스번호] : 2번, 하루에 5번운행  [시 간 표 ] : 영대병원출발시간  08:18, 10:18, 13:51, 15:38, 18:20",
종합스포츠센터 수영장,수영장,공공,,영천시,체육시설사업소,경북,영천시,교촌동,,경북 영천시 교촌동 운동장로 92,128.922228,35.970394,,,,체육시설사업소,054-339-4789,,6:00,21:00,매월 세번째 화요일,"- 평일(토요일 포함) -   [버스번호] : 2번, 하루에 5번운행  [시 간 표 ] : 영대병원출발시간  08:22, 10:25, 14:00, 15:50, 18:35  - 일요일 -   [버스번호] : 2번, 하루에 5번운행  [시 간 표 ] : 영대병원출발시간  08:18, 10:18, 13:51, 15:38, 18:20",
선화여고뒷편 체육시설,,간이,도시공원,,,경북,영천시,화룡동,,경북 영천시,0,0,0,0,0,서부동주민센터,054-339-7266,,,,,,
담안공원,,간이,도시공원,,,경북,영천시,금노동,,경북 영천시 금노동 담안4길 42-10,128.930557,35.960875,0,0,0,남부동사무소,054-339-7469,,,,,,
완산10통 동네체육시설,,간이,마을공터,,,경북,영천시,완산동,,경북 영천시 구읍4길 22-5,128.934605,35.961163,0,0,0,경북 영천시 완산동,054-339-7361,,,,,,
중등교 동네체육시설,,간이,기타,,,경북,영천시,금호읍,교대리,경북 영천시 금호읍 성천앞길 112-53,128.878649,35.939457,0,0,0,금호읍,543397012,,,,,,
교대리 동네체육시설,,간이,기타,,,경북,영천시,금호읍,교대리,경북 영천시 금호읍 금호로 173,128.879822,35.934356,0,0,0,금호읍,543397012,,,,,,
금호 체육관,구기체육관,공공,,영천시,체육시설사업소,경북,영천시,금호읍,교대리,경북 영천시 금호읍 금호로 171,128.879789,35.933902,,,,체육시설사업소,054-330-6514,,9:00,22:00,연중무휴,"- 평일(토요일 포함) -   [버스번호] : 2번, 하루에 5번운행  [시 간 표 ] : 영대병원출발시간  08:22, 10:25, 14:00, 15:50, 18:35  - 일요일 -   [버스번호] : 2번, 하루에 5번운행  [시 간 표 ] : 영대병원출발시간  08:18, 10:18, 13:51, 15:38, 18:20",
신월리 동네체육시설,,간이,마을공터,,,경북,영천시,금호읍,신월리,경북 영천시 금호읍 금호로 372-13,128.899654,35.940236,0,0,0,금호읍,543397012,,,,,,
대곡리 동네체육시설,,간이,마을공터,,,경북,영천시,금호읍,대곡리,경북 영천시 금호읍 대곡길 31-6,128.920161,35.891986,0,0,0,금호읍,543397012,,,,,,
봉화산 등산로 체육시설,,간이,기타,,,경북,영천시,청통면,신덕리,경북 영천시,128.869342,35.973723,0,0,0,청통면사무소,543397112,,,,,대중교통 없음,
청통면복지회관 체력단련실,,간이,기타,,,경북,영천시,청통면,,경북 영천시 청통초등길 11|청통초등길 13,0,0,0,0,0,청통면사무소,543397112,,,,,"버스 220, 220-1, 251",
성환산 공원,,간이,체육공원,,,경북,영천시,신녕면,,경북 영천시,128.788149,36.047228,0,0,0,영천시 신녕면,054-339-7213,,,,,,
오동리 체력단련장,,간이,마을공터,,,경북,영천시,화북면,,경북 영천시,128.912644,36.089413,0,0,0,화북면사무소(오동마을),3397411,,,,,,
살미산 등산로 체육시설,,간이,기타,,,경북,영천시,화북면,,경북 영천시,128.919156,36.112521,0,0,0,화북면사무소(자천2리),543397411,,,,,,
횡계리 체력단련장,,간이,마을공터,,,경북,영천시,화북면,,경북 영천시,128.950462,36.113484,0,0,0,화북면사무소(횡계리마을),3397411,,,,,,
면사무소 소공원 체육시설,,간이,기타,,,경북,영천시,자양면,성곡리,경북 영천시 자양면 포은로 1625-8,129.018186,36.078942,0,0,0,자양면사무소,054-339-7612,,,,,"영천교통 450-1, 450-2 버스",
임고면민복지회관,,간이,기타,,,경북,영천시,임고면,양항리,경북 영천시 포은로 491-2|포은로 501-16,128.9737,36.021357,0,0,0,임고면,054-339-7711,,,,,,
황강 쉼터,,간이,마을공터,,,경북,영천시,임고면,황강리,경북 영천시 임고면 황강길 3,128.993302,36.025702,0,0,0,임고면,054-339-7711,,,,,,
효2리 경로당,,간이,기타,,,경북,영천시,임고면,효리,경북 영천시 임고면 운주로 473,129.018395,36.03793,0,0,0,임고면,054-339-7711,,,,,,
운주산승마장,승마장,공공,,영천시,영천시,경북,영천시,임고면,효리,경북 영천시 임고면 승마휴양림길 62-29,128.999081,36.032104,,,,영천시,054-330-6784,www.unjusan.co.kr,9:00,17:00,"매주월요일 1. 1(설), 추석 연휴 시설보수시 휴관함",영천시외버스공용터미널 → 영천 운주산승마장        출발 : 영천시외버스터미널     운행버스 : 시내버스 임고수성방면     배차간격 : 하루 5회     버스 소요시간 : 25분,
금대 새터 쉼터,,간이,마을공터,,,경북,영천시,임고면,금대리,경북 영천시 임고면 운주로 599,129.028421,36.045268,0,0,0,임고면,054-339-7711,,,,,,
수성 중리 쉼터,,간이,마을공터,,,경북,영천시,임고면,수성리,경북 영천시 임고면 운주로 1553-1,129.112749,36.057092,0,0,0,임고면,054-339-7911,,,,,버스(영천교통),
부례산 공원,,간이,마을공터,,,경북,영천시,임고면,우항리,경북 영천시 임고면 효자로 432,128.985074,36.015729,0,0,0,임고면,054-339-7711,,,,,,
돌빼기 쉼터,,간이,마을공터,,,경북,영천시,임고면,양평리,경북 영천시 임고면 돌빼기길 25,128.986611,36.024292,0,0,0,임고면,054-339-7711,,,,,,
